분기,시군구명,서비스업종코드,서비스업종,매출등급
3,종로구,CS100001,한식,3.0
3,종로구,CS100002,중식,3.0
3,종로구,CS100003,일식,3.0
3,종로구,CS100004,기타 외국식,3.0
3,종로구,CS100005,제과제빵,3.0
3,종로구,CS100006,패스트푸드,4.0
3,종로구,CS100007,치킨,3.0
3,종로구,CS100008,분식,3.0
3,종로구,CS100009,주점,3.0
3,종로구,CS100010,커피,3.0
3,중구,CS100001,한식,3.0
3,중구,CS100002,중식,3.0
3,중구,CS100003,일식,3.0
3,중구,CS100004,기타 외국식,3.0
3,중구,CS100005,제과제빵,3.0
3,중구,CS100006,패스트푸드,3.0
3,중구,CS100007,치킨,3.0
3,중구,CS100008,분식,3.0
3,중구,CS100009,주점,3.0
3,중구,CS100010,커피,3.0
3,중랑구,CS100001,한식,2.0
3,중랑구,CS100002,중식,2.0
3,중랑구,CS100003,일식,2.0
3,중랑구,CS100004,기타 외국식,2.0
3,중랑구,CS100005,제과제빵,3.0
3,중랑구,CS100006,패스트푸드,3.0
3,중랑구,CS100007,치킨,3.0
3,중랑구,CS100008,분식,3.0
3,중랑구,CS100009,주점,3.0
3,중랑구,CS100010,커피,3.0
4,강남구,CS100001,한식,4.0
4,강남구,CS100002,중식,4.0
4,강남구,CS100003,일식,4.0
4,강남구,CS100004,기타 외국식,3.0
4,강남구,CS100005,제과제빵,3.0
4,강남구,CS100006,패스트푸드,3.0
4,강남구,CS100007,치킨,4.0
4,강남구,CS100008,분식,4.0
4,강남구,CS100009,주점,4.0
4,강남구,CS100010,커피,3.0
4,강동구,CS100001,한식,3.0
4,강동구,CS100002,중식,3.0
4,강동구,CS100003,일식,2.0
4,강동구,CS100004,기타 외국식,3.0
4,강동구,CS100005,제과제빵,3.0
4,강동구,CS100006,패스트푸드,3.0
4,강동구,CS100007,치킨,3.0
4,강동구,CS100008,분식,3.0
4,강동구,CS100009,주점,3.0
4,강동구,CS100010,커피,3.0
4,강북구,CS100001,한식,3.0
4,강북구,CS100002,중식,3.0
4,강북구,CS100003,일식,3.0
4,강북구,CS100004,기타 외국식,2.0
4,강북구,CS100005,제과제빵,3.0
4,강북구,CS100006,패스트푸드,3.0
4,강북구,CS100007,치킨,3.0
4,강북구,CS100008,분식,3.0
4,강북구,CS100009,주점,3.0
4,강북구,CS100010,커피,3.0
4,강서구,CS100001,한식,3.0
4,강서구,CS100002,중식,3.0
4,강서구,CS100003,일식,3.0
4,강서구,CS100004,기타 외국식,3.0
4,강서구,CS100005,제과제빵,3.0
4,강서구,CS100006,패스트푸드,3.0
4,강서구,CS100007,치킨,3.0
4,강서구,CS100008,분식,3.0
4,강서구,CS100009,주점,3.0
4,강서구,CS100010,커피,3.0
4,관악구,CS100001,한식,3.0
4,관악구,CS100002,중식,3.0
4,관악구,CS100003,일식,3.0
4,관악구,CS100004,기타 외국식,3.0
4,관악구,CS100005,제과제빵,3.0
4,관악구,CS100006,패스트푸드,3.0
4,관악구,CS100007,치킨,3.0
4,관악구,CS100008,분식,3.0
4,관악구,CS100009,주점,3.0
4,관악구,CS100010,커피,3.0
4,광진구,CS100001,한식,3.0
4,광진구,CS100002,중식,3.0
4,광진구,CS100003,일식,3.0
4,광진구,CS100004,기타 외국식,3.0
4,광진구,CS100005,제과제빵,3.0
4,광진구,CS100006,패스트푸드,3.0
4,광진구,CS100007,치킨,3.0
4,광진구,CS100008,분식,3.0
4,광진구,CS100009,주점,2.0
4,광진구,CS100010,커피,3.0
4,구로구,CS100001,한식,3.0
4,구로구,CS100002,중식,2.0
4,구로구,CS100003,일식,3.0
4,구로구,CS100004,기타 외국식,3.0
4,구로구,CS100005,제과제빵,3.0
4,구로구,CS100006,패스트푸드,3.0
4,구로구,CS100007,치킨,3.0
4,구로구,CS100008,분식,3.0
4,구로구,CS100009,주점,3.0
4,구로구,CS100010,커피,3.0
4,금천구,CS100001,한식,3.0
4,금천구,CS100002,중식,2.0
4,금천구,CS100003,일식,3.0
4,금천구,CS100004,기타 외국식,2.0
4,금천구,CS100005,제과제빵,3.0
4,금천구,CS100006,패스트푸드,3.0
4,금천구,CS100007,치킨,3.0
4,금천구,CS100008,분식,3.0
4,금천구,CS100009,주점,3.0
4,금천구,CS100010,커피,3.0
4,노원구,CS100001,한식,3.0
4,노원구,CS100002,중식,3.0
4,노원구,CS100003,일식,3.0
4,노원구,CS100004,기타 외국식,3.0
4,노원구,CS100005,제과제빵,3.0
4,노원구,CS100006,패스트푸드,3.0
4,노원구,CS100007,치킨,3.0
4,노원구,CS100008,분식,3.0
4,노원구,CS100009,주점,3.0
4,노원구,CS100010,커피,3.0
4,도봉구,CS100001,한식,3.0
4,도봉구,CS100002,중식,3.0
4,도봉구,CS100003,일식,2.0
4,도봉구,CS100004,기타 외국식,2.0
4,도봉구,CS100005,제과제빵,3.0
4,도봉구,CS100006,패스트푸드,3.0
4,도봉구,CS100007,치킨,3.0
4,도봉구,CS100008,분식,3.0
4,도봉구,CS100009,주점,3.0
4,도봉구,CS100010,커피,3.0
4,동대문구,CS100001,한식,3.0
4,동대문구,CS100002,중식,3.0
4,동대문구,CS100003,일식,2.0
4,동대문구,CS100004,기타 외국식,2.0
4,동대문구,CS100005,제과제빵,3.0
4,동대문구,CS100006,패스트푸드,3.0
4,동대문구,CS100007,치킨,2.0
4,동대문구,CS100008,분식,3.0
4,동대문구,CS100009,주점,3.0
4,동대문구,CS100010,커피,3.0
4,동작구,CS100001,한식,3.0
4,동작구,CS100002,중식,3.0
4,동작구,CS100003,일식,3.0
4,동작구,CS100004,기타 외국식,3.0
4,동작구,CS100005,제과제빵,3.0
4,동작구,CS100006,패스트푸드,3.0
4,동작구,CS100007,치킨,3.0
4,동작구,CS100008,분식,3.0
4,동작구,CS100009,주점,3.0
4,동작구,CS100010,커피,3.0
4,마포구,CS100001,한식,3.0
4,마포구,CS100002,중식,3.0
4,마포구,CS100003,일식,3.0
4,마포구,CS100004,기타 외국식,3.0
4,마포구,CS100005,제과제빵,3.0
4,마포구,CS100006,패스트푸드,3.0
4,마포구,CS100007,치킨,3.0
4,마포구,CS100008,분식,3.0
4,마포구,CS100009,주점,3.0
4,마포구,CS100010,커피,3.0
4,서대문구,CS100001,한식,3.0
4,서대문구,CS100002,중식,3.0
4,서대문구,CS100003,일식,3.0
4,서대문구,CS100004,기타 외국식,3.0
4,서대문구,CS100005,제과제빵,3.0
4,서대문구,CS100006,패스트푸드,3.0
4,서대문구,CS100007,치킨,3.0
4,서대문구,CS100008,분식,3.0
4,서대문구,CS100009,주점,3.0
4,서대문구,CS100010,커피,3.0
4,서초구,CS100001,한식,4.0
4,서초구,CS100002,중식,4.0
4,서초구,CS100003,일식,3.0
4,서초구,CS100004,기타 외국식,3.0
4,서초구,CS100005,제과제빵,3.0
4,서초구,CS100006,패스트푸드,3.0
4,서초구,CS100007,치킨,4.0
4,서초구,CS100008,분식,3.0
4,서초구,CS100009,주점,3.0
4,서초구,CS100010,커피,3.0
4,성동구,CS100001,한식,3.0
4,성동구,CS100002,중식,3.0
4,성동구,CS100003,일식,3.0
4,성동구,CS100004,기타 외국식,3.0
4,성동구,CS100005,제과제빵,3.0
4,성동구,CS100006,패스트푸드,3.0
4,성동구,CS100007,치킨,3.0
4,성동구,CS100008,분식,3.0
4,성동구,CS100009,주점,3.0
4,성동구,CS100010,커피,3.0
4,성북구,CS100001,한식,3.0
4,성북구,CS100002,중식,3.0
4,성북구,CS100003,일식,2.0
4,성북구,CS100004,기타 외국식,2.0
4,성북구,CS100005,제과제빵,3.0
4,성북구,CS100006,패스트푸드,3.0
4,성북구,CS100007,치킨,3.0
4,성북구,CS100008,분식,3.0
4,성북구,CS100009,주점,3.0
4,성북구,CS100010,커피,3.0
4,송파구,CS100001,한식,3.0
4,송파구,CS100002,중식,3.0
4,송파구,CS100003,일식,3.0
4,송파구,CS100004,기타 외국식,3.0
4,송파구,CS100005,제과제빵,3.0
4,송파구,CS100006,패스트푸드,3.0
4,송파구,CS100007,치킨,3.0
4,송파구,CS100008,분식,3.0
4,송파구,CS100009,주점,3.0
4,송파구,CS100010,커피,3.0
4,양천구,CS100001,한식,3.0
4,양천구,CS100002,중식,3.0
4,양천구,CS100003,일식,2.0
4,양천구,CS100004,기타 외국식,3.0
4,양천구,CS100005,제과제빵,3.0
4,양천구,CS100006,패스트푸드,3.0
4,양천구,CS100007,치킨,3.0
4,양천구,CS100008,분식,3.0
4,양천구,CS100009,주점,2.0
4,양천구,CS100010,커피,3.0
4,영등포구,CS100001,한식,3.0
4,영등포구,CS100002,중식,2.0
4,영등포구,CS100003,일식,3.0
4,영등포구,CS100004,기타 외국식,3.0
4,영등포구,CS100005,제과제빵,3.0
4,영등포구,CS100006,패스트푸드,3.0
4,영등포구,CS100007,치킨,3.0
4,영등포구,CS100008,분식,3.0
4,영등포구,CS100009,주점,3.0
4,영등포구,CS100010,커피,3.0
4,용산구,CS100001,한식,3.0
4,용산구,CS100002,중식,4.0
4,용산구,CS100003,일식,3.0
4,용산구,CS100004,기타 외국식,3.0
4,용산구,CS100005,제과제빵,3.0
4,용산구,CS100006,패스트푸드,3.0
4,용산구,CS100007,치킨,3.0
4,용산구,CS100008,분식,3.0
4,용산구,CS100009,주점,3.0
4,용산구,CS100010,커피,3.0
4,은평구,CS100001,한식,3.0
4,은평구,CS100002,중식,3.0
4,은평구,CS100003,일식,2.0
4,은평구,CS100004,기타 외국식,2.0
4,은평구,CS100005,제과제빵,3.0
4,은평구,CS100006,패스트푸드,3.0
4,은평구,CS100007,치킨,3.0
4,은평구,CS100008,분식,3.0
4,은평구,CS100009,주점,3.0
4,은평구,CS100010,커피,3.0
4,종로구,CS100001,한식,3.0
4,종로구,CS100002,중식,3.0
4,종로구,CS100003,일식,3.0
4,종로구,CS100004,기타 외국식,3.0
4,종로구,CS100005,제과제빵,3.0
4,종로구,CS100006,패스트푸드,3.0
4,종로구,CS100007,치킨,3.0
4,종로구,CS100008,분식,3.0
4,종로구,CS100009,주점,3.0
4,종로구,CS100010,커피,3.0
4,중구,CS100001,한식,3.0
4,중구,CS100002,중식,4.0
4,중구,CS100003,일식,3.0
4,중구,CS100004,기타 외국식,3.0
4,중구,CS100005,제과제빵,3.0
4,중구,CS100006,패스트푸드,3.0
4,중구,CS100007,치킨,3.0
4,중구,CS100008,분식,3.0
4,중구,CS100009,주점,3.0
4,중구,CS100010,커피,3.0
4,중랑구,CS100001,한식,2.0
4,중랑구,CS100002,중식,2.0
4,중랑구,CS100003,일식,2.0
4,중랑구,CS100004,기타 외국식,2.0
4,중랑구,CS100005,제과제빵,3.0
4,중랑구,CS100006,패스트푸드,3.0
4,중랑구,CS100007,치킨,2.0
4,중랑구,CS100008,분식,2.0
4,중랑구,CS100009,주점,3.0
4,중랑구,CS100010,커피,3.0
