,분기,시군구명,서비스업종코드,서비스업종,매출등급,매출등급01,개업수,폐업수,개업률,폐업률,1년생존률,3년생존률,5년생존률,1년생존률(신),3년생존률(신),5년생존률(신),최근10년영업기간,최근30년영업기간
565,3,성동구,CS100003,일식,3.117647058823529,1,15,8,7.8,4.1,80.4,56.5,45.7,94.9,45.3,40.4,2.6년,3.8년
566,3,성북구,CS100003,일식,2.5789473684210527,0,11,7,6.0,3.8,71.4,46.9,40.8,74.3,53.8,34.0,2.6년,4년
567,3,송파구,CS100003,일식,2.9321533923303837,1,20,14,3.8,2.6,71.3,51.9,38.9,78.8,54.2,40.7,2.8년,4.5년
568,3,양천구,CS100003,일식,2.464,0,11,11,6.3,6.3,66.7,47.6,40.5,66.7,54.8,36.6,2.5년,4년
569,3,영등포구,CS100003,일식,3.218867924528302,2,19,15,5.3,4.2,80.0,55.0,45.0,90.5,45.1,48.1,2.8년,4.6년
570,3,용산구,CS100003,일식,3.260869565217391,2,10,9,3.9,3.5,60.4,39.6,27.1,87.1,69.5,25.0,2.9년,4.4년
571,3,은평구,CS100003,일식,2.3909774436090228,0,6,9,3.2,4.7,71.4,42.9,28.6,81.8,51.2,33.3,2.5년,3.8년
572,3,종로구,CS100003,일식,3.309090909090909,2,12,11,3.9,3.6,77.4,54.8,43.5,85.3,54.8,41.7,2.9년,4.8년
573,3,중구,CS100003,일식,3.374331550802139,2,13,10,4.5,3.4,71.2,33.9,25.4,83.7,51.7,30.0,2.9년,5년
574,3,중랑구,CS100003,일식,2.357142857142857,0,10,9,7.0,6.3,75.0,50.0,40.0,82.8,46.2,43.8,2.7년,3.8년
575,3,강남구,CS100004,기타 외국식,3.480697384806974,2,65,61,4.4,4.1,72.8,47.4,38.8,79.2,49.4,37.4,2.6년,3.7년
576,3,강동구,CS100004,기타 외국식,2.5643564356435644,0,7,7,3.3,3.3,77.1,45.7,40.0,75.0,44.2,45.2,2.5년,3.5년
577,3,강북구,CS100004,기타 외국식,2.235294117647059,0,4,7,3.7,6.5,50.0,25.0,25.0,70.3,69.2,25.0,2.3년,3.3년
578,3,강서구,CS100004,기타 외국식,2.7298850574712645,1,18,15,6.1,5.1,77.3,48.0,40.0,71.3,46.7,38.7,2.4년,3.3년
579,3,관악구,CS100004,기타 외국식,2.604026845637584,0,13,15,4.6,5.3,77.1,52.1,41.7,70.1,59.6,36.0,2.5년,3.9년
580,3,광진구,CS100004,기타 외국식,2.619354838709677,0,11,11,4.3,4.3,72.0,46.0,32.0,84.3,54.0,30.6,2.6년,4년
581,3,구로구,CS100004,기타 외국식,2.5977011494252875,0,5,7,3.4,4.7,84.6,53.8,50.0,79.2,41.4,48.6,2.7년,3.7년
582,3,금천구,CS100004,기타 외국식,2.476923076923077,0,9,4,8.3,3.7,66.7,44.4,22.2,72.4,45.5,27.3,2.5년,3.7년
583,3,노원구,CS100004,기타 외국식,2.6907216494845363,0,6,7,3.2,3.7,76.7,50.0,46.7,85.1,62.5,45.5,2.7년,4년
584,3,도봉구,CS100004,기타 외국식,2.1785714285714284,0,3,7,3.1,7.1,76.5,35.3,17.6,86.7,50.0,18.2,2.8년,4.1년
585,3,동대문구,CS100004,기타 외국식,2.47,0,4,10,2.0,4.9,73.7,31.6,28.9,85.0,61.5,28.9,2.8년,3.9년
586,3,동작구,CS100004,기타 외국식,2.835294117647059,1,7,10,4.5,6.5,85.3,35.3,26.5,85.7,59.3,25.7,2.8년,3.8년
587,3,마포구,CS100004,기타 외국식,2.7880258899676376,1,37,46,3.9,4.9,74.5,43.8,29.2,84.7,57.0,31.0,2.8년,3.7년
588,3,서대문구,CS100004,기타 외국식,2.851851851851852,1,7,8,2.7,3.1,64.9,35.1,31.6,84.4,51.9,30.9,2.7년,4.1년
589,3,서초구,CS100004,기타 외국식,3.296774193548387,2,17,24,3.1,4.4,80.8,50.5,41.4,82.3,59.7,41.1,3년,3.8년
590,3,성동구,CS100004,기타 외국식,3.156779661016949,2,17,17,4.8,4.8,79.7,49.2,37.3,90.2,54.5,32.1,2.4년,3.4년
591,3,성북구,CS100004,기타 외국식,2.427350427350427,0,7,13,2.9,5.4,78.2,52.7,38.2,77.1,62.2,38.9,2.8년,3.9년
592,3,송파구,CS100004,기타 외국식,2.828996282527881,1,20,16,3.8,3.0,76.1,53.3,40.2,84.9,52.3,44.7,2.7년,3.7년
593,3,양천구,CS100004,기타 외국식,2.5365853658536586,0,4,8,2.5,5.1,82.6,39.1,30.4,76.2,42.1,31.6,2.4년,3.9년
594,3,영등포구,CS100004,기타 외국식,3.3967391304347827,2,9,11,2.6,3.2,70.1,49.3,43.3,84.1,59.0,45.6,2.7년,3.8년
595,3,용산구,CS100004,기타 외국식,3.218370883882149,2,42,30,5.1,3.6,77.2,51.3,39.9,88.1,64.7,43.4,2.9년,4년
596,3,은평구,CS100004,기타 외국식,2.486238532110092,0,9,9,5.4,5.4,69.6,34.8,26.1,81.4,48.3,35.7,2.3년,3.4년
597,3,종로구,CS100004,기타 외국식,3.300595238095238,2,26,11,4.8,2.0,72.2,52.2,38.9,81.3,58.9,42.2,3.1년,4.6년
598,3,중구,CS100004,기타 외국식,3.310810810810811,2,13,12,3.0,2.8,71.2,50.0,40.9,82.8,66.2,39.2,3년,4.6년
599,3,중랑구,CS100004,기타 외국식,2.2535211267605635,0,4,4,3.2,3.2,77.3,45.5,36.4,90.9,55.6,36.4,2.5년,3.6년
600,3,강남구,CS100005,제과제빵,3.435540069686412,2,23,13,4.3,2.4,73.5,51.0,35.7,88.4,50.6,36.4,3년,4.4년
601,3,강동구,CS100005,제과제빵,2.908536585365854,1,6,13,2.3,5.1,82.2,60.0,44.4,82.0,29.2,38.8,2.7년,4.3년
602,3,강북구,CS100005,제과제빵,2.702127659574468,0,2,3,1.7,2.5,90.0,50.0,25.0,94.7,45.5,26.1,2.7년,4.6년
603,3,강서구,CS100005,제과제빵,2.9411764705882355,1,7,15,2.3,5.0,72.9,42.4,35.6,77.6,52.4,32.8,2.7년,4.2년
604,3,관악구,CS100005,제과제빵,2.931034482758621,1,7,7,3.3,3.3,77.4,38.7,32.3,72.7,56.8,28.6,2.6년,4.6년
605,3,광진구,CS100005,제과제빵,2.8689655172413797,1,10,10,4.4,4.4,70.4,48.1,22.2,75.0,50.0,37.0,2.7년,4.6년
606,3,구로구,CS100005,제과제빵,2.9365079365079363,1,5,6,3.0,3.6,84.6,50.0,46.2,80.0,30.3,45.2,2.8년,4.6년
607,3,금천구,CS100005,제과제빵,2.8588235294117648,1,7,7,6.6,6.6,66.7,50.0,41.7,61.5,57.7,41.7,2.8년,5.1년
608,3,노원구,CS100005,제과제빵,2.8037974683544302,1,6,8,2.6,3.4,71.1,42.1,34.2,81.3,42.5,35.0,2.9년,4.9년
609,3,도봉구,CS100005,제과제빵,2.8095238095238093,1,8,4,6.5,3.3,90.0,50.0,30.0,88.5,29.2,10.0,2.4년,4.9년
610,3,동대문구,CS100005,제과제빵,2.827586206896552,1,7,6,4.0,3.4,66.7,41.7,37.5,77.1,40.7,41.7,2.5년,5년
611,3,동작구,CS100005,제과제빵,2.8972602739726026,1,10,9,5.0,4.5,81.0,52.4,35.7,83.3,57.6,31.7,3년,4.9년
612,3,마포구,CS100005,제과제빵,2.773662551440329,1,22,17,5.4,4.2,67.7,37.5,25.0,75.7,47.1,23.7,2.8년,4.1년
613,3,서대문구,CS100005,제과제빵,2.9672131147540983,1,12,7,6.0,3.5,75.9,58.6,31.0,87.9,52.3,16.0,2.8년,4.6년
614,3,서초구,CS100005,제과제빵,3.394230769230769,2,7,9,1.9,2.4,75.4,56.1,40.4,78.8,70.0,36.2,3.1년,4.8년
615,3,성동구,CS100005,제과제빵,3.023809523809524,1,7,8,3.5,4.0,71.4,38.1,21.4,87.5,59.0,32.5,2.7년,4.1년
616,3,성북구,CS100005,제과제빵,2.787878787878788,1,9,7,4.2,3.2,69.8,41.9,30.2,87.8,50.0,20.9,2.8년,5.1년
617,3,송파구,CS100005,제과제빵,3.1096491228070176,1,14,19,3.7,5.0,67.4,38.9,26.3,79.2,41.4,26.5,2.7년,4.5년
618,3,양천구,CS100005,제과제빵,2.8841463414634148,1,2,9,1.0,4.4,75.0,46.4,32.1,82.2,47.2,28.6,2.8년,4.7년
619,3,영등포구,CS100005,제과제빵,3.172185430463576,2,8,11,3.2,4.3,78.4,56.9,47.1,75.0,54.3,44.7,3년,4.5년
620,3,용산구,CS100005,제과제빵,3.3421052631578947,2,8,4,3.3,1.6,78.4,56.8,40.5,89.5,57.1,42.1,2.9년,4.7년
621,3,은평구,CS100005,제과제빵,2.731034482758621,1,10,8,4.7,3.7,80.0,47.5,37.5,91.7,57.4,36.0,2.8년,4.6년
622,3,종로구,CS100005,제과제빵,3.2459016393442623,2,8,13,3.2,5.2,85.4,61.0,34.1,85.7,66.0,36.2,3년,4.7년
623,3,중구,CS100005,제과제빵,3.4423076923076925,2,7,4,2.9,1.6,81.0,50.0,31.0,82.1,61.1,31.0,3.1년,5.1년
624,3,중랑구,CS100005,제과제빵,2.601769911504425,0,6,6,4.2,4.2,52.2,34.8,21.7,74.1,40.5,27.3,2.5년,4.4년
625,3,강남구,CS100006,패스트푸드,3.3978494623655915,2,14,25,2.3,4.1,71.6,48.4,32.6,78.6,50.5,38.0,2.9년,4.4년
626,3,강동구,CS100006,패스트푸드,2.793548387096774,1,10,14,4.0,5.6,81.8,51.5,27.3,74.3,36.4,29.0,2.7년,4.2년
627,3,강북구,CS100006,패스트푸드,2.7157894736842105,1,9,11,6.0,7.3,88.5,65.4,46.2,75.6,58.3,45.5,2.7년,4.3년
628,3,강서구,CS100006,패스트푸드,2.8613861386138613,1,10,20,3.2,6.5,71.7,52.2,41.3,81.1,44.4,38.3,2.6년,4.1년
629,3,관악구,CS100006,패스트푸드,2.8901734104046244,1,10,12,3.9,4.7,68.8,35.4,22.9,72.2,56.5,26.0,2.6년,4.1년
630,3,광진구,CS100006,패스트푸드,3.111940298507463,1,7,10,3.2,4.6,73.8,45.2,31.0,73.5,64.3,36.8,2.8년,4.6년
631,3,구로구,CS100006,패스트푸드,2.8076923076923075,1,10,9,4.9,4.4,79.3,58.6,37.9,94.3,51.7,37.9,2.8년,4.4년
632,3,금천구,CS100006,패스트푸드,2.9166666666666665,1,9,8,6.6,5.9,81.3,56.3,43.8,73.1,62.1,47.1,2.6년,4년
633,3,노원구,CS100006,패스트푸드,2.830188679245283,1,7,10,2.8,4.0,77.5,55.0,32.5,82.5,39.5,31.9,2.8년,4.7년
634,3,도봉구,CS100006,패스트푸드,2.857142857142857,1,3,5,2.7,4.5,81.8,72.7,63.6,81.0,68.8,53.3,3년,4.5년
635,3,동대문구,CS100006,패스트푸드,2.6178861788617884,0,4,7,1.8,3.2,84.4,50.0,43.8,79.1,62.5,39.5,2.9년,4.4년
636,3,동작구,CS100006,패스트푸드,2.9328358208955225,1,5,2,2.2,0.9,73.3,46.7,36.7,93.5,55.8,33.3,2.8년,4.5년
637,3,마포구,CS100006,패스트푸드,3.0597014925373136,1,14,22,3.7,5.7,74.7,44.6,36.1,79.8,50.0,32.9,2.7년,4.1년
638,3,서대문구,CS100006,패스트푸드,2.9855072463768115,1,6,18,2.6,7.8,75.0,40.6,31.3,78.0,67.9,40.6,2.9년,4.7년
639,3,서초구,CS100006,패스트푸드,3.3013698630136985,2,5,10,1.7,3.5,73.5,52.9,47.1,78.0,75.6,33.3,3년,4.6년
640,3,성동구,CS100006,패스트푸드,3.2413793103448274,2,3,8,1.5,4.1,73.7,47.4,28.9,83.3,53.5,30.0,2.8년,3.9년
641,3,성북구,CS100006,패스트푸드,2.8125,1,5,11,2.2,4.8,83.3,50.0,26.7,77.2,60.6,36.7,3.1년,4.7년
642,3,송파구,CS100006,패스트푸드,2.89344262295082,1,14,22,3.2,5.1,72.2,45.6,32.9,77.2,58.0,38.4,2.7년,4.2년
643,3,양천구,CS100006,패스트푸드,2.9140625,1,8,15,4.2,7.9,78.1,50.0,31.3,74.1,46.9,29.7,2.5년,4.2년
644,3,영등포구,CS100006,패스트푸드,3.218543046357616,2,5,13,1.9,4.9,75.0,55.0,47.5,85.2,60.5,40.5,3년,4.5년
645,3,용산구,CS100006,패스트푸드,3.31,2,3,8,1.4,3.6,83.8,51.4,43.2,87.2,60.0,44.4,3.1년,4.7년
646,3,은평구,CS100006,패스트푸드,2.7709923664122136,1,6,11,2.9,5.2,69.0,42.9,33.3,83.0,45.5,36.2,2.7년,4.3년
647,3,종로구,CS100006,패스트푸드,3.57843137254902,2,2,13,0.8,5.1,76.6,61.7,55.3,73.2,60.4,62.3,3.5년,4.9년
648,3,중구,CS100006,패스트푸드,3.4150943396226414,2,10,12,4.4,5.3,78.4,43.2,35.1,87.9,40.0,33.3,3.1년,4.7년
649,3,중랑구,CS100006,패스트푸드,2.568807339449541,0,4,6,2.5,3.7,83.3,50.0,29.2,84.6,53.3,37.9,2.7년,4.1년
650,3,강남구,CS100007,치킨,3.733333333333333,2,22,19,6.3,5.4,67.7,35.4,26.2,59.3,54.5,25.8,2.7년,4.6년
651,3,강동구,CS100007,치킨,2.847953216374269,1,12,27,4.1,9.3,79.1,37.2,23.3,65.8,39.7,30.0,2.4년,4.2년
652,3,강북구,CS100007,치킨,2.725925925925926,1,9,8,4.3,3.8,65.0,40.0,32.5,63.2,42.3,34.1,2.4년,4.2년
653,3,강서구,CS100007,치킨,2.8796296296296298,1,18,23,5.4,6.9,67.2,29.7,17.2,60.5,45.5,19.4,2.5년,4.1년
654,3,관악구,CS100007,치킨,2.774834437086093,1,10,29,3.9,11.4,68.1,37.7,26.1,63.3,21.7,19.7,2.6년,4년
655,3,광진구,CS100007,치킨,2.823943661971831,1,2,15,0.9,6.9,76.7,48.8,27.9,80.0,48.3,35.9,2.6년,4.4년
656,3,구로구,CS100007,치킨,2.8323353293413174,1,3,17,1.1,6.3,61.8,43.6,29.1,81.5,42.4,32.7,2.6년,4.3년
657,3,금천구,CS100007,치킨,2.752212389380531,1,11,13,6.5,7.6,67.7,38.7,22.6,73.5,52.6,24.0,2.6년,4.6년
658,3,노원구,CS100007,치킨,2.8950276243093924,1,13,24,4.5,8.4,62.5,30.4,19.6,66.7,47.4,22.0,2.5년,4.2년
659,3,도봉구,CS100007,치킨,2.8461538461538463,1,7,14,3.5,7.1,75.0,46.9,37.5,68.9,44.4,22.9,2.6년,4.1년
660,3,동대문구,CS100007,치킨,2.5733333333333333,0,10,15,4.2,6.3,77.2,50.9,43.9,61.8,28.8,41.5,2.5년,4.2년
661,3,동작구,CS100007,치킨,2.986394557823129,1,5,11,2.2,4.9,77.8,42.6,33.3,66.7,38.6,34.0,2.8년,4.5년
662,3,마포구,CS100007,치킨,3.179190751445087,2,3,12,1.2,4.8,78.4,39.2,27.5,82.6,41.7,33.3,2.7년,4.5년
663,3,서대문구,CS100007,치킨,2.7851239669421486,1,6,16,3.2,8.5,65.6,34.4,25.0,77.8,43.2,20.0,2.5년,4.6년
664,3,서초구,CS100007,치킨,3.7196969696969697,2,4,11,1.8,5.0,70.7,46.3,26.8,75.0,52.8,27.1,2.7년,4.8년
665,3,성동구,CS100007,치킨,3.189655172413793,2,5,7,2.7,3.8,64.5,29.0,22.6,78.1,37.5,21.4,2.7년,4.7년
666,3,성북구,CS100007,치킨,2.7857142857142856,1,6,12,2.6,5.3,60.5,39.5,27.9,71.4,31.1,24.1,2.7년,4.5년
667,3,송파구,CS100007,치킨,3.084507042253521,1,15,21,4.2,5.9,67.4,33.7,25.8,71.8,43.0,32.2,2.5년,4.4년
668,3,양천구,CS100007,치킨,2.8853503184713376,1,7,11,3.1,4.9,71.8,48.7,30.8,66.7,38.9,32.6,2.3년,4.3년
669,3,영등포구,CS100007,치킨,3.151898734177215,2,9,10,3.4,3.8,75.0,46.9,31.3,75.4,51.1,30.8,2.6년,4.8년
670,3,용산구,CS100007,치킨,3.3076923076923075,2,3,7,2.3,5.3,64.3,50.0,35.7,84.2,44.0,18.8,2.7년,5년
671,3,은평구,CS100007,치킨,2.815950920245399,1,6,18,2.4,7.1,78.0,54.2,37.3,69.4,21.6,32.3,2.3년,4.1년
672,3,종로구,CS100007,치킨,3.59375,2,4,4,3.0,3.0,70.6,47.1,29.4,75.0,61.3,26.3,2.7년,5.5년
673,3,중구,CS100007,치킨,3.638297872340425,2,1,2,0.7,1.4,76.0,40.0,20.0,76.5,41.7,32.1,3년,5.8년
674,3,중랑구,CS100007,치킨,2.628205128205128,0,4,15,1.7,6.4,47.9,31.3,27.1,79.2,32.1,26.4,2.3년,4년
675,3,강남구,CS100008,분식,3.559964465501925,2,67,58,5.2,4.5,55.8,33.9,25.4,60.1,42.0,25.4,2.2년,3.6년
676,3,강동구,CS100008,분식,2.669683257918552,0,33,25,5.9,4.5,66.2,39.2,29.2,67.7,54.7,30.8,2.4년,3.5년
677,3,강북구,CS100008,분식,2.504854368932039,0,20,19,5.7,5.4,57.4,41.5,36.2,66.2,36.9,30.2,2.4년,3.6년
678,3,강서구,CS100008,분식,3.0093701197293075,1,54,43,7.7,6.1,70.8,44.6,31.0,67.7,35.4,35.0,2.3년,3.5년
679,3,관악구,CS100008,분식,2.77681660899654,1,29,28,4.7,4.6,51.2,32.3,22.8,65.8,42.2,23.5,2.3년,3.8년
680,3,광진구,CS100008,분식,2.858638743455497,1,20,20,3.7,3.7,68.0,38.8,28.2,63.7,51.1,30.4,2.3년,3.9년
681,3,구로구,CS100008,분식,2.7540729247478666,1,17,32,3.6,6.8,67.9,39.5,27.2,72.3,43.2,28.0,2.5년,3.9년
682,3,금천구,CS100008,분식,2.777892561983471,1,19,13,5.4,3.7,62.7,45.8,37.3,65.4,59.3,25.0,2.5년,3.7년
683,3,노원구,CS100008,분식,2.800955414012739,1,21,14,4.4,2.9,67.9,45.0,34.9,57.6,52.7,30.2,2.5년,4년
684,3,도봉구,CS100008,분식,2.577777777777778,0,17,22,5.4,7.0,67.8,37.3,22.0,74.6,46.9,23.9,2.3년,3.8년
685,3,동대문구,CS100008,분식,2.624615384615385,0,19,15,4.1,3.3,67.4,34.8,24.7,67.2,41.8,21.5,2.6년,4년
686,3,동작구,CS100008,분식,2.9503424657534247,1,25,18,6.3,4.5,62.2,35.1,26.1,75.9,38.0,27.7,2.5년,3.9년
687,3,마포구,CS100008,분식,3.142857142857143,2,64,33,7.6,3.9,63.7,34.2,24.9,60.5,36.2,26.0,2.2년,3.5년
688,3,서대문구,CS100008,분식,2.938803894297636,1,33,19,6.2,3.6,57.6,29.3,21.7,76.2,51.2,27.0,2.4년,4년
689,3,서초구,CS100008,분식,3.376285868976719,2,33,20,3.9,2.4,74.1,47.4,35.6,73.0,49.1,39.1,2.7년,4.1년
690,3,성동구,CS100008,분식,3.188505747126437,2,26,16,6.5,4.0,67.0,37.4,27.5,67.1,42.5,23.6,2.4년,4년
691,3,성북구,CS100008,분식,2.739402362751911,1,16,26,3.1,5.0,64.0,46.0,34.0,73.6,57.8,29.4,2.6년,3.9년
692,3,송파구,CS100008,분식,2.9921487603305783,1,42,37,4.9,4.3,65.3,39.8,29.5,62.7,46.1,27.1,2.3년,3.6년
693,3,양천구,CS100008,분식,2.75,1,20,22,4.6,5.1,64.0,41.9,30.2,60.6,39.8,28.2,2.4년,3.9년
694,3,영등포구,CS100008,분식,3.130147432638536,1,33,25,4.4,3.3,68.5,44.4,34.7,68.9,46.7,32.2,2.5년,3.8년
695,3,용산구,CS100008,분식,3.3365384615384617,2,28,24,5.1,4.4,70.0,46.3,35.0,77.1,36.5,33.0,2.4년,4년
696,3,은평구,CS100008,분식,2.6345885634588564,0,17,26,3.2,4.9,57.7,38.0,30.7,71.0,43.0,30.9,2.4년,3.7년
697,3,종로구,CS100008,분식,3.2467597208374874,2,30,17,4.1,2.3,69.4,42.3,36.9,81.0,50.5,30.7,2.6년,4.5년
698,3,중구,CS100008,분식,3.380664652567976,2,28,22,3.6,2.8,64.8,47.7,32.8,75.9,47.9,33.1,2.6년,4.4년
699,3,중랑구,CS100008,분식,2.5435139573070606,0,30,23,7.3,5.6,51.2,36.0,29.1,73.8,37.5,21.1,2.4년,3.8년
700,3,강남구,CS100009,주점,4.112068965517241,2,12,37,1.9,5.7,63.6,32.4,20.4,80.4,36.5,18.3,2.7년,4.3년
701,3,강동구,CS100009,주점,2.742424242424242,1,16,21,4.4,5.8,62.9,26.6,14.0,62.5,31.1,19.9,2.6년,4.2년
702,3,강북구,CS100009,주점,2.875,1,11,17,3.5,5.5,61.4,28.3,19.3,70.6,32.4,18.1,2.4년,4년
703,3,강서구,CS100009,주점,3.0970873786407767,1,14,33,2.8,6.7,71.6,33.0,20.1,80.7,38.5,20.3,2.7년,4.4년
704,3,관악구,CS100009,주점,2.952380952380953,1,8,29,1.8,6.5,64.1,28.2,17.9,83.7,36.2,16.9,2.6년,4.2년
705,3,광진구,CS100009,주점,2.830769230769231,1,8,21,2.1,5.5,68.1,35.4,22.9,79.5,40.2,20.1,2.8년,4.2년
706,3,구로구,CS100009,주점,2.684931506849315,0,18,17,4.6,4.3,62.7,31.7,19.0,76.8,35.8,21.3,2.4년,4년
707,3,금천구,CS100009,주점,2.707317073170732,0,12,16,5.0,6.7,64.3,28.6,16.7,62.5,44.0,18.6,2.6년,4년
708,3,노원구,CS100009,주점,3.0625,1,11,17,4.6,7.1,65.5,32.2,20.7,79.2,50.0,18.2,2.9년,4.4년
709,3,도봉구,CS100009,주점,2.363636363636364,0,7,5,3.3,2.4,68.9,31.1,19.7,81.5,47.7,23.8,2.8년,4.2년
710,3,동대문구,CS100009,주점,2.851063829787234,1,7,9,2.5,3.2,71.0,28.0,17.2,84.0,32.4,18.1,2.6년,4.6년
711,3,동작구,CS100009,주점,2.757575757575758,1,4,17,1.6,6.9,71.8,33.3,20.5,100.0,41.2,16.0,3년,4.7년
712,3,마포구,CS100009,주점,3.147058823529412,2,7,34,1.1,5.5,70.4,35.0,21.9,81.3,38.2,23.1,3년,4.5년
713,3,서대문구,CS100009,주점,2.9166666666666665,1,8,7,2.9,2.5,65.3,34.7,16.8,82.1,38.4,25.7,2.9년,4.6년
714,3,서초구,CS100009,주점,3.2790697674418605,2,7,13,2.0,3.7,72.3,33.0,23.4,86.2,46.8,22.7,3년,4.9년
715,3,성동구,CS100009,주점,2.94,1,5,12,2.4,5.9,65.6,39.3,26.2,63.6,43.9,31.7,2.9년,4.5년
716,3,성북구,CS100009,주점,3.05,1,6,12,2.3,4.6,70.1,35.5,17.8,70.8,46.6,18.1,2.9년,4.4년
717,3,송파구,CS100009,주점,2.8689655172413797,1,24,22,5.4,4.9,68.5,37.0,20.6,54.5,49.0,20.6,2.7년,4.4년
718,3,양천구,CS100009,주점,2.542372881355932,0,2,20,0.7,6.6,63.9,31.5,23.1,73.0,43.1,19.6,2.7년,4.2년
719,3,영등포구,CS100009,주점,2.9829545454545454,1,17,34,3.3,6.5,67.1,35.5,20.6,72.9,44.8,20.7,2.6년,4.3년
720,3,용산구,CS100009,주점,3.352112676056338,2,4,11,1.3,3.7,76.0,38.5,21.9,84.4,46.3,25.0,3년,4.9년
721,3,은평구,CS100009,주점,2.6646706586826348,0,17,18,4.9,5.2,65.4,23.1,14.6,85.7,41.8,17.5,2.6년,4.4년
722,3,종로구,CS100009,주점,3.1333333333333333,1,7,17,1.7,4.2,71.1,40.5,32.2,91.4,51.2,29.5,3.3년,5.2년
723,3,중구,CS100009,주점,2.7430167597765363,1,5,13,1.7,4.4,77.8,46.0,31.7,80.0,52.1,29.4,3.1년,5.1년
724,3,중랑구,CS100009,주점,2.6881720430107525,0,17,16,4.8,4.5,62.7,31.0,19.8,64.1,34.9,19.2,2.4년,4년
725,3,강남구,CS100010,커피,3.415873015873016,2,118,115,4.9,4.8,70.1,40.5,30.3,78.5,51.1,32.5,2.7년,3.7년
726,3,강동구,CS100010,커피,2.751322751322751,1,58,40,7.4,5.1,76.7,43.6,33.1,83.8,54.5,28.2,2.6년,3.3년
727,3,강북구,CS100010,커피,2.621794871794872,0,35,18,7.4,3.8,64.2,36.7,23.9,83.8,50.0,22.2,2.5년,3.1년
728,3,강서구,CS100010,커피,2.9737609329446064,1,66,70,6.4,6.7,77.4,47.3,28.9,76.4,50.7,32.0,2.5년,3년
729,3,관악구,CS100010,커피,2.751196172248804,1,48,38,6.3,4.9,70.1,42.9,29.4,79.6,49.7,30.9,2.5년,3.2년
730,3,광진구,CS100010,커피,2.7570093457943927,1,63,43,7.7,5.3,69.5,45.4,30.5,76.4,56.5,32.6,2.6년,3.4년
731,3,구로구,CS100010,커피,2.931372549019608,1,33,18,5.5,3.0,70.0,44.6,35.4,82.7,58.0,36.0,2.6년,3.4년
732,3,금천구,CS100010,커피,2.74,1,41,21,7.6,3.9,76.0,47.9,31.3,81.8,48.1,29.9,2.5년,3.2년
733,3,노원구,CS100010,커피,2.9516129032258065,1,49,31,7.6,4.8,69.4,41.9,21.8,84.9,53.0,29.5,2.7년,3.4년
734,3,도봉구,CS100010,커피,2.7142857142857144,1,31,25,8.5,6.9,78.1,47.9,32.9,77.2,45.1,27.3,2.7년,3.4년
735,3,동대문구,CS100010,커피,2.6300578034682083,0,40,36,6.1,5.5,66.7,48.1,37.2,80.0,56.3,41.9,2.7년,3.4년
736,3,동작구,CS100010,커피,2.737142857142857,1,35,31,5.6,5.0,83.1,48.5,31.5,76.9,50.0,35.3,2.6년,3.4년
737,3,마포구,CS100010,커피,2.86977886977887,1,143,73,7.4,3.8,70.1,40.9,28.4,78.5,47.5,31.5,2.5년,3.3년
738,3,서대문구,CS100010,커피,3.0233918128654973,1,56,22,8.5,3.3,65.0,39.0,29.3,79.7,49.6,33.3,2.6년,3.5년
739,3,서초구,CS100010,커피,3.292263610315186,2,69,51,5.3,3.9,73.3,49.0,37.9,81.0,47.8,35.4,2.8년,3.7년
740,3,성동구,CS100010,커피,3.164319248826291,2,50,33,6.1,4.0,75.2,50.3,38.6,83.0,50.3,39.0,2.6년,3.3년
741,3,성북구,CS100010,커피,2.8457142857142856,1,57,23,7.7,3.1,69.2,45.8,33.3,86.5,62.3,34.6,2.7년,3.4년
742,3,송파구,CS100010,커피,2.9401041666666665,1,103,67,7.5,4.9,73.4,47.5,34.2,74.9,51.4,31.5,2.6년,3.3년
743,3,양천구,CS100010,커피,2.92896174863388,1,33,25,5.9,4.4,72.6,56.0,34.5,83.2,52.9,34.4,2.6년,3.3년
744,3,영등포구,CS100010,커피,3.267558528428093,2,48,39,4.2,3.4,78.2,50.9,37.0,78.2,49.3,39.6,2.8년,3.7년
745,3,용산구,CS100010,커피,3.0620689655172413,1,43,31,5.1,3.7,76.3,53.0,39.4,82.9,58.4,35.1,2.8년,3.5년
746,3,은평구,CS100010,커피,2.738095238095238,1,46,42,7.0,6.4,73.6,43.4,27.1,73.2,51.1,32.8,2.5년,3.2년
747,3,종로구,CS100010,커피,3.117424242424242,1,58,36,4.7,2.9,68.3,45.7,35.6,80.0,57.1,35.5,3년,4.2년
748,3,중구,CS100010,커피,3.464788732394366,2,52,42,4.7,3.8,75.2,51.0,37.9,84.9,52.6,41.1,2.8년,4.1년
749,3,중랑구,CS100010,커피,2.651315789473684,0,38,31,7.7,6.3,75.8,47.3,31.9,77.9,53.2,29.8,2.5년,3.1년
750,4,강남구,CS100001,한식,3.635661054374828,2,160,192,3.1,3.7,71.8,46.9,35.2,74.0,53.0,35.8,2.8년,4.7년
751,4,강동구,CS100001,한식,2.7121119902617163,0,76,98,3.4,4.4,73.9,46.9,37.6,70.5,50.7,38.0,2.7년,4.5년
752,4,강북구,CS100001,한식,2.5541838134430725,0,65,84,3.3,4.3,70.3,45.3,36.5,72.7,50.1,36.5,2.7년,4.5년
